CustomerID,Age,Gender,Location,RegisteredDate,EmailAddress,PhoneNumber,TotalSpend,NumberOfOrders,NumberOfReturnedOrders,NumberOfCanceledOrders
CUST142344,31,Male,Cape Town,8/15/2023,customer42343@example.com,721013732,399.389,4,1,2
CUST142345,25,Male,Bloemfontein,1/15/2023,customer42344@example.com,721026202,864.711,18,4,5
CUST142346,56,Female,Pretoria,3/9/2023,customer42345@example.com,721020899,1398.39,27,0,6
CUST142347,33,Female,Cape Town,1/8/2024,customer42346@example.com,721008752,3793.94,41,0,15
CUST142348,63,Non-binary,Pretoria,9/1/2023,customer42347@example.com,721027875,72.4033,21,10,2
CUST142349,68,Female,Bloemfontein,4/20/2023,customer42348@example.com,721028192,7930.6,94,34,21
CUST142350,27,Non-binary,Durban,9/25/2023,customer42349@example.com,721014863,2083.23,98,45,11
CUST142351,21,Non-binary,Cape Town,12/23/2023,customer42350@example.com,721024402,2398.36,45,17,22
CUST142352,46,Non-binary,Pretoria,7/11/2023,customer42351@example.com,721002893,440.821,87,11,65
CUST142353,62,Female,Cape Town,1/18/2024,customer42352@example.com,721012606,2196.07,24,10,7
CUST142354,22,Non-binary,Pretoria,11/9/2023,customer42353@example.com,721021805,466.948,35,12,6
CUST142355,47,Female,Bloemfontein,10/9/2023,customer42354@example.com,721028544,1390.56,17,5,3
CUST142356,41,Non-binary,Durban,10/26/2023,customer42355@example.com,721010675,541.528,7,3,1
CUST142357,64,Female,Bloemfontein,5/13/2023,customer42356@example.com,721031112,976.385,70,17,43
CUST142358,18,Male,Cape Town,8/21/2023,customer42357@example.com,721000889,1130.57,29,9,2
CUST142359,27,Non-binary,Pretoria,2/10/2023,customer42358@example.com,721004358,147.411,42,6,7
CUST142360,24,Male,Pretoria,12/8/2023,customer42359@example.com,721017222,1751.77,39,9,5
CUST142361,37,Non-binary,Pretoria,8/26/2023,customer42360@example.com,721003388,364.048,7,1,4
CUST142362,45,Female,Cape Town,1/4/2024,customer42361@example.com,721028302,288.191,47,6,40
CUST142363,40,Female,Johannesburg,1/18/2023,customer42362@example.com,721004248,189.159,3,0,0
CUST142364,69,Male,Johannesburg,7/13/2023,customer42363@example.com,721007083,1579.57,96,10,25
CUST142365,59,Non-binary,Johannesburg,6/11/2023,customer42364@example.com,721002890,2976.91,87,26,8
CUST142366,49,Female,Cape Town,11/25/2023,customer42365@example.com,721006365,4880.52,85,27,14
CUST142367,57,Male,Johannesburg,4/3/2023,customer42366@example.com,721015538,2261.11,50,3,42
CUST142368,42,Female,Cape Town,6/1/2023,customer42367@example.com,721019787,95.6144,2,1,0
CUST142369,29,Male,Pretoria,3/22/2023,customer42368@example.com,721005847,2656.57,49,0,29
CUST142370,20,Female,Bloemfontein,11/23/2023,customer42369@example.com,721010142,148.181,22,3,8
CUST142371,52,Male,Johannesburg,10/19/2023,customer42370@example.com,721012868,380.785,8,3,3
CUST142372,64,Non-binary,Pretoria,10/26/2023,customer42371@example.com,721013290,2116.34,47,13,16
CUST142373,21,Non-binary,Durban,10/27/2023,customer42372@example.com,721013826,1237.26,15,2,0
CUST142374,57,Male,Cape Town,1/27/2023,customer42373@example.com,721015109,1625.38,29,14,15
CUST142375,31,Male,Durban,1/16/2023,customer42374@example.com,721001676,464.002,5,0,2
CUST142376,26,Male,Pretoria,3/14/2023,customer42375@example.com,721010106,764.455,27,11,7
CUST142377,49,Male,Pretoria,8/27/2023,customer42376@example.com,721002023,4586.75,88,24,53
CUST142378,21,Non-binary,Johannesburg,10/9/2023,customer42377@example.com,721026808,1157.98,72,2,13
CUST142379,36,Non-binary,Durban,12/28/2023,customer42378@example.com,721004677,86.6404,28,11,4
CUST142380,47,Male,Cape Town,5/1/2023,customer42379@example.com,721015152,797.62,10,3,2
CUST142381,68,Non-binary,Cape Town,1/23/2023,customer42380@example.com,721013795,5669.6,76,7,59
CUST142382,54,Non-binary,Cape Town,10/24/2023,customer42381@example.com,721011391,4925.71,70,8,59
CUST142383,23,Non-binary,Durban,9/26/2023,customer42382@example.com,721025088,99.4122,3,0,0
CUST142384,37,Female,Johannesburg,3/3/2023,customer42383@example.com,721029910,5861.66,62,14,12
CUST142385,45,Female,Durban,9/18/2023,customer42384@example.com,721017433,4053.11,49,2,19
CUST142386,24,Male,Pretoria,1/18/2024,customer42385@example.com,721025403,1342.62,91,31,44
CUST142387,39,Male,Pretoria,1/3/2024,customer42386@example.com,721004049,926.108,19,2,12
CUST142388,40,Male,Bloemfontein,8/26/2023,customer42387@example.com,721012385,287.491,19,9,3
CUST142389,69,Male,Johannesburg,2/8/2023,customer42388@example.com,721009524,2824.41,87,14,7
CUST142390,60,Male,Durban,3/11/2023,customer42389@example.com,721009243,2498.59,52,19,7
CUST142391,33,Male,Cape Town,6/13/2023,customer42390@example.com,721002605,7087.86,83,8,59
CUST142392,67,Female,Johannesburg,7/14/2023,customer42391@example.com,721009156,419.26,56,23,10
CUST142393,30,Male,Pretoria,9/26/2023,customer42392@example.com,721013677,2841.42,77,6,52
CUST142394,59,Male,Pretoria,2/21/2023,customer42393@example.com,721003084,2282.39,23,4,10
CUST142395,52,Non-binary,Johannesburg,7/9/2023,customer42394@example.com,721003089,1148.68,15,0,5
CUST142396,48,Male,Johannesburg,2/14/2023,customer42395@example.com,721014086,927.906,96,11,73
CUST142397,64,Male,Pretoria,10/9/2023,customer42396@example.com,721000206,2488.78,39,12,26
CUST142398,30,Non-binary,Bloemfontein,9/23/2023,customer42397@example.com,721020336,4039.63,41,8,13
CUST142399,68,Male,Bloemfontein,4/17/2023,customer42398@example.com,721019046,1654.42,54,9,5
CUST142400,70,Female,Pretoria,7/24/2023,customer42399@example.com,721009360,576.41,65,2,5
CUST142401,63,Female,Bloemfontein,7/22/2023,customer42400@example.com,721030902,4543.25,64,11,45
CUST142402,38,Female,Johannesburg,9/17/2023,customer42401@example.com,721009746,5152.69,92,32,33
CUST142403,69,Male,Johannesburg,12/6/2023,customer42402@example.com,721006819,1125.78,47,18,5
CUST142404,22,Male,Pretoria,5/11/2023,customer42403@example.com,721005579,254.271,44,1,1
CUST142405,29,Female,Durban,1/3/2023,customer42404@example.com,721031903,96.7521,4,2,0
CUST142406,69,Male,Johannesburg,6/28/2023,customer42405@example.com,721025944,6166.81,87,11,10
CUST142407,57,Male,Cape Town,6/9/2023,customer42406@example.com,721005810,239.807,13,3,10
CUST142408,60,Male,Bloemfontein,2/16/2023,customer42407@example.com,721012265,3690.23,49,22,4
CUST142409,54,Non-binary,Bloemfontein,11/13/2023,customer42408@example.com,721023070,2806.42,32,6,23
CUST142410,23,Non-binary,Johannesburg,2/27/2023,customer42409@example.com,721023737,1823.59,54,23,4
CUST142411,56,Male,Bloemfontein,12/20/2023,customer42410@example.com,721000534,67.926,65,14,35
CUST142412,24,Female,Bloemfontein,1/4/2023,customer42411@example.com,721017665,1856.04,68,20,4
CUST142413,33,Female,Bloemfontein,2/9/2023,customer42412@example.com,721010282,357.394,5,0,5
CUST142414,56,Female,Johannesburg,4/14/2023,customer42413@example.com,721018544,1689.32,53,10,4
CUST142415,62,Male,Bloemfontein,8/15/2023,customer42414@example.com,721029772,2395.64,57,9,41
CUST142416,69,Non-binary,Cape Town,5/17/2023,customer42415@example.com,721007521,623.551,7,2,3
CUST142417,32,Female,Johannesburg,10/9/2023,customer42416@example.com,721008607,1659.37,22,9,12
CUST142418,70,Female,Durban,8/6/2023,customer42417@example.com,721028272,848.511,24,6,16
CUST142419,62,Non-binary,Cape Town,2/16/2023,customer42418@example.com,721003185,3987.69,46,6,22
CUST142420,45,Non-binary,Pretoria,12/3/2023,customer42419@example.com,721003358,2256.58,90,44,4
CUST142421,46,Non-binary,Pretoria,4/18/2023,customer42420@example.com,721025348,1784.88,47,7,14
CUST142422,62,Female,Johannesburg,3/15/2023,customer42421@example.com,721014745,2634.78,42,7,16
CUST142423,67,Male,Cape Town,1/16/2023,customer42422@example.com,721012835,2372.19,93,44,45
CUST142424,25,Female,Bloemfontein,3/18/2023,customer42423@example.com,721018926,605.63,29,4,14
CUST142425,70,Male,Bloemfontein,4/18/2023,customer42424@example.com,721012171,769.719,70,13,8
CUST142426,44,Female,Bloemfontein,11/12/2023,customer42425@example.com,721026411,840.884,50,14,15
CUST142427,38,Female,Johannesburg,10/5/2023,customer42426@example.com,721010156,8404.21,97,12,17
CUST142428,20,Non-binary,Cape Town,9/4/2023,customer42427@example.com,721013625,151.359,9,1,7
CUST142429,35,Male,Cape Town,6/17/2023,customer42428@example.com,721008537,563.551,7,3,2
CUST142430,64,Female,Durban,12/24/2023,customer42429@example.com,721006777,3711.33,53,6,41
CUST142431,34,Female,Cape Town,5/24/2023,customer42430@example.com,721029019,1585.26,47,12,13
CUST142432,38,Non-binary,Bloemfontein,10/22/2023,customer42431@example.com,721003692,709.44,22,8,6
CUST142433,30,Female,Cape Town,2/5/2023,customer42432@example.com,721026885,419.583,14,7,0
CUST142434,33,Non-binary,Durban,4/7/2023,customer42433@example.com,721027361,276.909,33,6,10
CUST142435,18,Non-binary,Cape Town,4/12/2023,customer42434@example.com,721022068,224.413,4,1,0
CUST142436,58,Female,Bloemfontein,6/9/2023,customer42435@example.com,721016783,1885.01,95,13,18
CUST142437,50,Male,Durban,11/3/2023,customer42436@example.com,721000101,89.1246,31,14,7
CUST142438,59,Female,Bloemfontein,2/23/2023,customer42437@example.com,721016379,397.174,98,27,24
CUST142439,24,Male,Cape Town,9/28/2023,customer42438@example.com,721032203,8054.95,95,34,23
CUST142440,60,Non-binary,Cape Town,4/11/2023,customer42439@example.com,721017944,1618.9,19,6,12
CUST142441,57,Non-binary,Cape Town,10/21/2023,customer42440@example.com,721029830,3048.44,71,11,5
CUST142442,47,Female,Bloemfontein,12/2/2023,customer42441@example.com,721004111,2860.64,91,29,27
CUST142443,39,Female,Bloemfontein,12/5/2023,customer42442@example.com,721028523,2484.79,50,16,24
CUST142444,34,Non-binary,Bloemfontein,7/24/2023,customer42443@example.com,721016896,5260.1,78,30,14
CUST142445,46,Female,Bloemfontein,8/24/2023,customer42444@example.com,721011003,1904.63,86,31,48
CUST142446,66,Non-binary,Pretoria,3/21/2023,customer42445@example.com,721021706,4643.3,51,5,13
CUST142447,32,Male,Johannesburg,4/22/2023,customer42446@example.com,721030333,936.889,59,27,25
CUST142448,30,Non-binary,Pretoria,6/15/2023,customer42447@example.com,721025878,2407.71,34,13,6
CUST142449,54,Female,Cape Town,1/28/2023,customer42448@example.com,721018010,3335.36,68,28,34
CUST142450,32,Non-binary,Durban,1/5/2024,customer42449@example.com,721018995,3594.91,73,7,37
CUST142451,46,Non-binary,Pretoria,10/1/2023,customer42450@example.com,721012326,852.28,26,13,13
CUST142452,49,Male,Durban,7/24/2023,customer42451@example.com,721012434,1327.15,32,1,31
CUST142453,58,Female,Durban,4/17/2023,customer42452@example.com,721003585,2869.01,32,5,20
CUST142454,70,Non-binary,Cape Town,4/6/2023,customer42453@example.com,721019418,1327.34,16,2,4
CUST142455,31,Female,Cape Town,1/6/2024,customer42454@example.com,721017969,497.825,5,2,3
CUST142456,67,Non-binary,Bloemfontein,4/23/2023,customer42455@example.com,721007916,2323.53,62,22,3
CUST142457,53,Non-binary,Cape Town,7/14/2023,customer42456@example.com,721032032,4599.66,69,20,21
CUST142458,18,Non-binary,Bloemfontein,8/22/2023,customer42457@example.com,721025682,754.408,79,33,32
CUST142459,58,Male,Bloemfontein,11/11/2023,customer42458@example.com,721006958,704.834,38,3,16
CUST142460,70,Non-binary,Cape Town,9/2/2023,customer42459@example.com,721024557,2275.01,27,3,14
CUST142461,69,Non-binary,Pretoria,9/15/2023,customer42460@example.com,721023794,715.906,10,5,0
CUST142462,46,Non-binary,Durban,10/22/2023,customer42461@example.com,721025312,461.153,44,7,14
CUST142463,27,Female,Johannesburg,3/8/2023,customer42462@example.com,721027610,2706.25,64,29,7
CUST142464,31,Male,Durban,3/10/2023,customer42463@example.com,721007429,2565,57,27,1
CUST142465,29,Non-binary,Pretoria,7/17/2023,customer42464@example.com,721003661,82.3621,1,0,0
CUST142466,37,Non-binary,Pretoria,1/25/2023,customer42465@example.com,721002931,872.48,67,27,14
CUST142467,36,Female,Bloemfontein,9/28/2023,customer42466@example.com,721010688,3373.54,45,0,44
CUST142468,51,Non-binary,Bloemfontein,1/17/2023,customer42467@example.com,721031197,309.794,38,15,23
CUST142469,20,Male,Bloemfontein,8/12/2023,customer42468@example.com,721026203,1475.86,16,3,7
CUST142470,60,Female,Johannesburg,10/13/2023,customer42469@example.com,721013525,5022.64,90,45,0
CUST142471,34,Male,Johannesburg,9/4/2023,customer42470@example.com,721004895,1988.68,79,20,57
CUST142472,28,Female,Bloemfontein,10/25/2023,customer42471@example.com,721017711,629.692,24,8,1
CUST142473,53,Female,Johannesburg,7/23/2023,customer42472@example.com,721017065,409.23,17,5,9
CUST142474,51,Male,Bloemfontein,1/2/2024,customer42473@example.com,721026913,8878.71,99,31,54
CUST142475,50,Male,Johannesburg,2/9/2023,customer42474@example.com,721019469,1281.09,26,13,13
CUST142476,23,Female,Johannesburg,4/8/2023,customer42475@example.com,721003540,63.6589,42,9,17
CUST142477,33,Female,Pretoria,5/18/2023,customer42476@example.com,721014431,5216.2,90,37,19
CUST142478,63,Non-binary,Johannesburg,12/24/2023,customer42477@example.com,721023671,3243.81,81,4,41
CUST142479,53,Female,Pretoria,8/7/2023,customer42478@example.com,721031963,606.674,25,12,12
CUST142480,68,Female,Bloemfontein,3/2/2023,customer42479@example.com,721004125,3214.27,59,27,8
CUST142481,18,Male,Durban,2/17/2023,customer42480@example.com,721000720,68.9725,99,41,2
CUST142482,60,Male,Bloemfontein,9/19/2023,customer42481@example.com,721019949,3442.11,38,1,18
CUST142483,59,Non-binary,Johannesburg,11/4/2023,customer42482@example.com,721014778,133.887,2,1,0
CUST142484,47,Female,Pretoria,11/15/2023,customer42483@example.com,721012133,354.322,5,2,3
CUST142485,44,Male,Durban,3/15/2023,customer42484@example.com,721005427,1507.43,98,46,45
CUST142486,68,Non-binary,Durban,6/12/2023,customer42485@example.com,721009927,906.11,76,8,61
CUST142487,70,Male,Pretoria,2/24/2023,customer42486@example.com,721014237,3640.68,47,16,25
CUST142488,38,Non-binary,Johannesburg,6/5/2023,customer42487@example.com,721028646,3833.72,91,7,61
CUST142489,34,Male,Pretoria,12/6/2023,customer42488@example.com,721029618,1408.77,79,3,44
CUST142490,19,Non-binary,Johannesburg,1/8/2023,customer42489@example.com,721027626,1627.58,19,7,7
CUST142491,30,Male,Bloemfontein,10/3/2023,customer42490@example.com,721004705,2929.84,75,26,18
CUST142492,59,Female,Bloemfontein,5/22/2023,customer42491@example.com,721009418,4097.56,62,29,17
CUST142493,33,Female,Pretoria,2/2/2024,customer42492@example.com,721014243,7431.16,81,6,39
CUST142494,57,Female,Durban,12/13/2023,customer42493@example.com,721021900,3217.41,54,24,3
CUST142495,45,Male,Bloemfontein,7/13/2023,customer42494@example.com,721010282,2462.69,69,30,18
CUST142496,61,Female,Johannesburg,9/24/2023,customer42495@example.com,721018052,1497.64,54,25,11
CUST142497,20,Non-binary,Durban,12/11/2023,customer42496@example.com,721025363,2321.65,85,0,23
CUST142498,40,Female,Cape Town,5/12/2023,customer42497@example.com,721008495,490.068,6,2,2
CUST142499,33,Non-binary,Bloemfontein,3/19/2023,customer42498@example.com,721019982,8440.51,91,8,16
CUST142500,20,Non-binary,Durban,1/7/2024,customer42499@example.com,721009567,1471.98,23,4,14
CUST142501,44,Male,Pretoria,8/7/2023,customer42500@example.com,721026507,4689.24,50,8,6
CUST142502,60,Male,Durban,11/17/2023,customer42501@example.com,721029135,2038.52,63,23,16
CUST142503,61,Male,Bloemfontein,1/15/2023,customer42502@example.com,721025078,3042.97,62,3,47
CUST142504,66,Male,Durban,10/13/2023,customer42503@example.com,721027734,8186.73,90,25,13
CUST142505,41,Non-binary,Durban,2/5/2023,customer42504@example.com,721001037,1695.54,37,4,15
CUST142506,65,Female,Johannesburg,3/11/2023,customer42505@example.com,721021080,3595.01,84,0,61
CUST142507,26,Male,Johannesburg,2/25/2023,customer42506@example.com,721032195,2057.83,53,10,42
CUST142508,69,Non-binary,Cape Town,4/13/2023,customer42507@example.com,721010277,251.964,50,23,21
CUST142509,58,Female,Johannesburg,6/5/2023,customer42508@example.com,721024158,2453.48,38,16,1
CUST142510,45,Non-binary,Durban,5/8/2023,customer42509@example.com,721011869,4953.27,70,30,13
CUST142511,53,Male,Pretoria,9/20/2023,customer42510@example.com,721020398,2729.36,71,13,31
CUST142512,18,Non-binary,Bloemfontein,9/16/2023,customer42511@example.com,721018078,171.56,2,1,1
CUST142513,46,Non-binary,Durban,8/15/2023,customer42512@example.com,721031625,2086.19,50,22,28
CUST142514,19,Male,Durban,2/12/2023,customer42513@example.com,721021765,3463.38,80,40,12
CUST142515,34,Male,Bloemfontein,5/24/2023,customer42514@example.com,721023540,295.133,4,0,4
CUST142516,21,Female,Johannesburg,1/10/2024,customer42515@example.com,721016960,2175.17,24,10,9
CUST142517,38,Non-binary,Durban,11/9/2023,customer42516@example.com,721031650,471.051,78,13,39
CUST142518,41,Male,Durban,11/22/2023,customer42517@example.com,721023112,1636.58,29,9,8
CUST142519,64,Male,Pretoria,11/15/2023,customer42518@example.com,721011186,1432.1,80,17,25
CUST142520,45,Non-binary,Johannesburg,7/21/2023,customer42519@example.com,721028164,4090.45,91,14,38
CUST142521,37,Non-binary,Durban,4/25/2023,customer42520@example.com,721015562,9019.03,99,36,46
CUST142522,46,Non-binary,Bloemfontein,4/12/2023,customer42521@example.com,721027226,431.374,77,32,42
CUST142523,59,Female,Bloemfontein,2/25/2023,customer42522@example.com,721011532,1373.76,22,4,18
CUST142524,46,Male,Cape Town,3/23/2023,customer42523@example.com,721005497,980.19,13,0,10
CUST142525,36,Non-binary,Johannesburg,5/7/2023,customer42524@example.com,721018802,1314.9,20,8,7
CUST142526,49,Male,Durban,5/23/2023,customer42525@example.com,721025446,6419.07,100,10,62
CUST142527,47,Male,Johannesburg,2/15/2023,customer42526@example.com,721018579,7845.38,95,30,51
CUST142528,53,Non-binary,Johannesburg,7/23/2023,customer42527@example.com,721025873,92.4169,1,0,0
CUST142529,25,Male,Johannesburg,3/11/2023,customer42528@example.com,721013794,1314.55,14,0,2
CUST142530,66,Male,Cape Town,1/24/2024,customer42529@example.com,721018813,1704.1,24,5,0
CUST142531,18,Female,Pretoria,3/18/2023,customer42530@example.com,721028646,442.777,11,4,0
CUST142532,53,Male,Johannesburg,6/17/2023,customer42531@example.com,721020156,1711.88,27,3,8
CUST142533,68,Female,Johannesburg,8/28/2023,customer42532@example.com,721020731,172.385,2,0,1
CUST142534,45,Male,Bloemfontein,7/2/2023,customer42533@example.com,721026832,2856.09,70,12,41
CUST142535,39,Male,Cape Town,12/11/2023,customer42534@example.com,721010649,143.479,2,1,0
CUST142536,55,Male,Durban,8/16/2023,customer42535@example.com,721024245,387.024,39,2,32
CUST142537,54,Female,Pretoria,5/19/2023,customer42536@example.com,721019515,1199.75,24,11,3
CUST142538,68,Non-binary,Bloemfontein,9/18/2023,customer42537@example.com,721014876,1230.09,16,7,0
CUST142539,35,Female,Johannesburg,12/18/2023,customer42538@example.com,721024149,100.904,75,7,27
CUST142540,54,Non-binary,Johannesburg,10/8/2023,customer42539@example.com,721013467,419.326,11,1,9
CUST142541,58,Female,Durban,1/8/2024,customer42540@example.com,721016128,4620.96,49,5,7
CUST142542,53,Male,Pretoria,11/28/2023,customer42541@example.com,721023908,7213.75,90,41,17
CUST142543,24,Female,Johannesburg,6/13/2023,customer42542@example.com,721027455,2037.14,77,17,1
CUST142544,41,Male,Cape Town,5/8/2023,customer42543@example.com,721005314,400.977,19,0,15
CUST142545,66,Non-binary,Cape Town,10/6/2023,customer42544@example.com,721010511,4841.88,49,3,16
CUST142546,43,Non-binary,Bloemfontein,4/15/2023,customer42545@example.com,721016100,947.651,21,1,15
CUST142547,59,Female,Cape Town,9/25/2023,customer42546@example.com,721015773,1237.4,39,15,16
CUST142548,19,Non-binary,Johannesburg,4/16/2023,customer42547@example.com,721017865,6676.52,91,35,44
CUST142549,45,Non-binary,Johannesburg,7/1/2023,customer42548@example.com,721022614,172.838,7,3,4
CUST142550,49,Female,Pretoria,1/2/2023,customer42549@example.com,721014916,1614.82,63,8,36
CUST142551,69,Male,Durban,1/16/2023,customer42550@example.com,721031669,4341.57,62,20,1
CUST142552,52,Female,Cape Town,7/11/2023,customer42551@example.com,721011886,598.2,7,0,1
CUST142553,49,Non-binary,Johannesburg,3/3/2023,customer42552@example.com,721022000,1645.62,51,17,32
CUST142554,42,Male,Cape Town,10/14/2023,customer42553@example.com,721020491,4314.21,53,26,24
CUST142555,41,Non-binary,Durban,9/2/2023,customer42554@example.com,721032503,675.831,17,6,4
CUST142556,39,Female,Pretoria,8/18/2023,customer42555@example.com,721026528,220.664,34,1,21
CUST142557,63,Non-binary,Bloemfontein,10/16/2023,customer42556@example.com,721015976,466.946,6,3,3
CUST142558,21,Female,Cape Town,12/13/2023,customer42557@example.com,721016725,661.616,9,3,3
CUST142559,34,Male,Pretoria,5/27/2023,customer42558@example.com,721009053,205.457,4,2,1
CUST142560,47,Male,Durban,5/23/2023,customer42559@example.com,721014037,1010.7,21,6,11
CUST142561,27,Female,Johannesburg,5/5/2023,customer42560@example.com,721010561,2742.2,58,6,19
CUST142562,31,Non-binary,Cape Town,9/21/2023,customer42561@example.com,721009671,2640.58,27,2,10
CUST142563,49,Non-binary,Bloemfontein,10/24/2023,customer42562@example.com,721012305,1574.81,19,9,9
CUST142564,66,Male,Bloemfontein,12/18/2023,customer42563@example.com,721009372,2683.99,46,17,2
CUST142565,37,Non-binary,Pretoria,3/18/2023,customer42564@example.com,721000948,4427.23,47,12,13
CUST142566,62,Male,Durban,10/16/2023,customer42565@example.com,721020417,3149.04,34,6,23
CUST142567,65,Male,Johannesburg,1/2/2023,customer42566@example.com,721023887,3520.72,61,24,25
CUST142568,18,Male,Pretoria,9/13/2023,customer42567@example.com,721009076,2118.72,68,2,31
CUST142569,37,Male,Pretoria,3/10/2023,customer42568@example.com,721000698,7874.82,93,33,28
CUST142570,58,Female,Durban,9/23/2023,customer42569@example.com,721004820,2917.27,95,45,29
CUST142571,57,Female,Bloemfontein,7/17/2023,customer42570@example.com,721015243,2786.95,48,13,15
CUST142572,59,Non-binary,Pretoria,11/17/2023,customer42571@example.com,721031454,2342.95,84,9,74
CUST142573,30,Male,Pretoria,5/25/2023,customer42572@example.com,721004172,3794.05,56,21,17
CUST142574,40,Non-binary,Durban,5/7/2023,customer42573@example.com,721016501,3942.77,58,21,15
CUST142575,67,Female,Bloemfontein,3/9/2023,customer42574@example.com,721032725,992.558,23,1,5
CUST142576,69,Female,Durban,1/5/2023,customer42575@example.com,721027311,84.7395,1,0,1
CUST142577,40,Female,Bloemfontein,8/21/2023,customer42576@example.com,721022504,860.655,50,16,5
CUST142578,45,Non-binary,Bloemfontein,7/12/2023,customer42577@example.com,721028402,6587.92,79,2,47
CUST142579,56,Non-binary,Bloemfontein,4/22/2023,customer42578@example.com,721031099,1048.76,31,2,14
CUST142580,23,Non-binary,Pretoria,5/2/2023,customer42579@example.com,721015018,1396.45,24,7,9
CUST142581,67,Non-binary,Johannesburg,11/12/2023,customer42580@example.com,721022102,2394.19,31,12,7
CUST142582,45,Female,Johannesburg,1/20/2023,customer42581@example.com,721024227,2585.82,79,29,13
CUST142583,24,Male,Bloemfontein,8/21/2023,customer42582@example.com,721013552,6531.45,87,29,46
CUST142584,32,Male,Cape Town,1/23/2023,customer42583@example.com,721010828,562.504,19,6,9
CUST142585,25,Non-binary,Cape Town,4/17/2023,customer42584@example.com,721004267,7457.69,76,2,6
CUST142586,65,Female,Cape Town,2/12/2023,customer42585@example.com,721004452,6040.54,75,6,35
CUST142587,31,Non-binary,Cape Town,1/22/2024,customer42586@example.com,721004075,380.884,6,1,3
CUST142588,44,Female,Pretoria,8/10/2023,customer42587@example.com,721029928,882.086,27,4,8
CUST142589,21,Male,Cape Town,5/4/2023,customer42588@example.com,721022157,6711.79,88,11,38
CUST142590,52,Female,Cape Town,1/19/2023,customer42589@example.com,721026689,743.837,21,7,11
CUST142591,62,Non-binary,Pretoria,3/15/2023,customer42590@example.com,721017105,6470.53,93,21,67
CUST142592,35,Non-binary,Cape Town,4/7/2023,customer42591@example.com,721024054,3397.58,43,17,7
CUST142593,70,Non-binary,Bloemfontein,2/11/2023,customer42592@example.com,721013239,4533.72,52,22,23
CUST142594,36,Male,Durban,11/22/2023,customer42593@example.com,721023410,1412.16,47,1,28
CUST142595,20,Male,Durban,5/26/2023,customer42594@example.com,721009046,2162.37,49,24,16
CUST142596,29,Non-binary,Johannesburg,12/15/2023,customer42595@example.com,721031143,7229.46,91,7,7
CUST142597,65,Female,Durban,8/9/2023,customer42596@example.com,721029886,2602.85,66,30,1
CUST142598,42,Non-binary,Bloemfontein,3/10/2023,customer42597@example.com,721008329,218.658,63,8,16
CUST142599,37,Non-binary,Pretoria,12/22/2023,customer42598@example.com,721009312,2178.63,93,19,14
CUST142600,39,Female,Pretoria,1/10/2023,customer42599@example.com,721009659,2941.05,77,23,9
CUST142601,19,Male,Bloemfontein,4/22/2023,customer42600@example.com,721025364,1700.75,85,24,21
CUST142602,20,Female,Bloemfontein,10/27/2023,customer42601@example.com,721021224,1079.77,11,2,8
CUST142603,32,Non-binary,Bloemfontein,12/21/2023,customer42602@example.com,721022318,3460.81,48,9,37
CUST142604,29,Non-binary,Pretoria,7/1/2023,customer42603@example.com,721026262,5184.24,55,19,4
CUST142605,38,Non-binary,Cape Town,9/27/2023,customer42604@example.com,721007244,4327.84,63,5,23
CUST142606,28,Male,Durban,8/24/2023,customer42605@example.com,721029303,1371.46,37,9,20
CUST142607,35,Non-binary,Pretoria,6/4/2023,customer42606@example.com,721029113,2864.56,90,29,32
CUST142608,37,Female,Pretoria,6/5/2023,customer42607@example.com,721007310,663.687,13,6,3
CUST142609,53,Male,Johannesburg,11/15/2023,customer42608@example.com,721010398,3053.43,58,28,5
CUST142610,43,Female,Bloemfontein,10/23/2023,customer42609@example.com,721019606,235.774,34,8,15
CUST142611,24,Male,Pretoria,2/2/2024,customer42610@example.com,721007769,272.909,21,7,2
CUST142612,55,Female,Cape Town,8/24/2023,customer42611@example.com,721017801,4241.97,68,29,33
CUST142613,28,Non-binary,Pretoria,2/7/2023,customer42612@example.com,721013484,225.302,3,0,1
CUST142614,68,Female,Bloemfontein,1/11/2024,customer42613@example.com,721009038,4859.4,52,13,25
CUST142615,66,Female,Johannesburg,9/7/2023,customer42614@example.com,721006314,2894.63,45,16,8
CUST142616,19,Non-binary,Bloemfontein,4/23/2023,customer42615@example.com,721016070,781.742,11,5,2
CUST142617,18,Non-binary,Cape Town,11/21/2023,customer42616@example.com,721004741,808.407,12,3,6
CUST142618,51,Non-binary,Johannesburg,4/14/2023,customer42617@example.com,721009934,1536.34,68,30,13
CUST142619,24,Non-binary,Durban,4/24/2023,customer42618@example.com,721023471,1418.46,23,9,12
CUST142620,29,Non-binary,Johannesburg,5/1/2023,customer42619@example.com,721015098,473.124,85,0,70
CUST142621,51,Female,Durban,8/1/2023,customer42620@example.com,721026089,2107.21,25,6,1
CUST142622,39,Male,Cape Town,1/5/2024,customer42621@example.com,721005396,134.328,21,5,10
CUST142623,45,Female,Johannesburg,1/19/2024,customer42622@example.com,721025910,130.718,90,40,41
CUST142624,70,Non-binary,Cape Town,6/20/2023,customer42623@example.com,721024733,4356.24,63,23,22
CUST142625,56,Non-binary,Johannesburg,12/1/2023,customer42624@example.com,721008141,1458.4,46,2,15
CUST142626,56,Male,Johannesburg,8/12/2023,customer42625@example.com,721005097,6297.52,74,27,7
